,display_name,name,start_date,end_date,type
AL1303.XSGE,铝1303,al1303,2012-03-16,2013-03-15,futures
AL1304.XSGE,铝1304,al1304,2012-04-17,2013-04-15,futures
AL1305.XSGE,铝1305,al1305,2012-05-16,2013-05-15,futures
AL1306.XSGE,铝1306,al1306,2012-06-18,2013-06-17,futures
AL1307.XSGE,铝1307,al1307,2012-07-17,2013-07-15,futures
AL1308.XSGE,铝1308,al1308,2012-08-16,2013-08-15,futures
AL1309.XSGE,铝1309,al1309,2012-09-18,2013-09-16,futures
AL1310.XSGE,铝1310,al1310,2012-10-16,2013-10-15,futures
AL1311.XSGE,铝1311,al1311,2012-11-16,2013-11-15,futures
AL1312.XSGE,铝1312,al1312,2012-12-18,2013-12-16,futures
AL1401.XSGE,铝1401,al1401,2013-01-16,2014-01-15,futures
AL1402.XSGE,铝1402,al1402,2013-02-19,2014-02-17,futures
AL1403.XSGE,铝1403,al1403,2013-03-18,2014-03-17,futures
AL1404.XSGE,铝1404,al1404,2013-04-16,2014-04-15,futures
AL1405.XSGE,铝1405,al1405,2013-05-16,2014-05-15,futures
AL1406.XSGE,铝1406,al1406,2013-06-18,2014-06-16,futures
AL1407.XSGE,铝1407,al1407,2013-07-16,2014-07-15,futures
AL1408.XSGE,铝1408,al1408,2013-08-16,2014-08-15,futures
AL1409.XSGE,铝1409,al1409,2013-09-17,2014-09-15,futures
AL1410.XSGE,铝1410,al1410,2013-10-16,2014-10-15,futures
AL1411.XSGE,铝1411,al1411,2013-11-18,2014-11-17,futures
AL1412.XSGE,铝1412,al1412,2013-12-17,2014-12-15,futures
AL1501.XSGE,铝1501,al1501,2014-01-16,2015-01-15,futures
AL1502.XSGE,铝1502,al1502,2014-02-18,2015-02-10,futures
AL1503.XSGE,铝1503,al1503,2014-03-18,2015-03-16,futures
AL1504.XSGE,铝1504,al1504,2014-04-16,2015-04-15,futures
AL1505.XSGE,铝1505,al1505,2014-05-16,2015-05-15,futures
AL1506.XSGE,铝1506,al1506,2014-06-17,2015-06-15,futures
AL1507.XSGE,铝1507,al1507,2014-07-16,2015-07-15,futures
AL1508.XSGE,铝1508,al1508,2014-08-18,2015-08-17,futures
AL1509.XSGE,铝1509,al1509,2014-09-16,2015-09-15,futures
AL1510.XSGE,铝1510,al1510,2014-10-16,2015-10-15,futures
AL1511.XSGE,铝1511,al1511,2014-11-18,2015-11-16,futures
AL1512.XSGE,铝1512,al1512,2014-12-16,2015-12-15,futures
AL1601.XSGE,铝1601,al1601,2015-01-16,2016-01-15,futures
AL1602.XSGE,铝1602,al1602,2015-02-16,2016-02-15,futures
AL1603.XSGE,铝1603,al1603,2015-03-17,2016-03-15,futures
AL1604.XSGE,铝1604,al1604,2015-04-16,2016-04-15,futures
AL1605.XSGE,铝1605,al1605,2015-05-18,2016-05-16,futures
AL1606.XSGE,铝1606,al1606,2015-06-16,2016-06-15,futures
AL1607.XSGE,铝1607,al1607,2015-07-16,2016-07-15,futures
AL1608.XSGE,铝1608,al1608,2015-08-18,2016-08-15,futures
AL1609.XSGE,铝1609,al1609,2015-09-16,2016-09-19,futures
AL1610.XSGE,铝1610,al1610,2015-10-16,2016-10-17,futures
AL1611.XSGE,铝1611,al1611,2015-11-17,2016-11-15,futures
AL1612.XSGE,铝1612,al1612,2015-12-16,2016-12-15,futures
AL1701.XSGE,铝1701,al1701,2016-01-18,2017-01-16,futures
AL1702.XSGE,铝1702,al1702,2016-02-16,2017-02-15,futures
AL1703.XSGE,铝1703,al1703,2016-03-16,2017-03-15,futures
AL1704.XSGE,铝1704,al1704,2016-04-18,2017-04-17,futures
AL1705.XSGE,铝1705,al1705,2016-05-17,2017-05-15,futures
AL1706.XSGE,铝1706,al1706,2016-06-16,2017-06-15,futures
AL1707.XSGE,铝1707,al1707,2016-07-18,2017-07-17,futures
AL1708.XSGE,铝1708,al1708,2016-08-16,2017-08-15,futures
AL1709.XSGE,铝1709,al1709,2016-09-20,2017-09-15,futures
AL1710.XSGE,铝1710,al1710,2016-10-18,2017-10-16,futures
AL1711.XSGE,铝1711,al1711,2016-11-16,2017-11-15,futures
AL1712.XSGE,铝1712,al1712,2016-12-16,2017-12-15,futures
AL1801.XSGE,铝1801,al1801,2017-01-17,2018-01-15,futures
AL1802.XSGE,铝1802,al1802,2017-02-16,2018-02-09,futures
AL1803.XSGE,铝1803,al1803,2017-03-16,2018-03-15,futures
AL1804.XSGE,铝1804,al1804,2017-04-18,2018-04-16,futures
AL1805.XSGE,铝1805,al1805,2017-05-16,2018-05-15,futures
AL1806.XSGE,铝1806,al1806,2017-06-16,2018-06-15,futures
AL1807.XSGE,铝1807,al1807,2017-07-18,2018-07-16,futures
AL1808.XSGE,铝1808,al1808,2017-08-16,2018-08-15,futures
AL1809.XSGE,铝1809,al1809,2017-09-18,2018-09-17,futures
AL1810.XSGE,铝1810,al1810,2017-10-17,2018-10-15,futures
AL1811.XSGE,铝1811,al1811,2017-11-16,2018-11-15,futures
AL1812.XSGE,铝1812,al1812,2017-12-18,2018-12-17,futures
AL1901.XSGE,铝1901,al1901,2018-01-16,2019-01-15,futures
AL1902.XSGE,铝1902,al1902,2018-02-12,2019-02-15,futures
AL1903.XSGE,铝1903,al1903,2018-03-16,2019-03-15,futures
AL1904.XSGE,铝1904,al1904,2018-04-17,2019-04-15,futures
AL1905.XSGE,铝1905,al1905,2018-05-16,2019-05-15,futures
AL1906.XSGE,铝1906,al1906,2018-06-19,2019-06-17,futures
AL1907.XSGE,铝1907,al1907,2018-07-17,2019-07-15,futures
AL1908.XSGE,铝1908,al1908,2018-08-16,2019-08-15,futures
AL1909.XSGE,铝1909,al1909,2018-09-18,2019-09-16,futures
AL1910.XSGE,铝1910,al1910,2018-10-16,2019-10-15,futures
AL1911.XSGE,铝1911,al1911,2018-11-16,2019-11-15,futures
AL1912.XSGE,铝1912,al1912,2018-12-18,2019-12-16,futures
AL2001.XSGE,铝2001,al2001,2019-01-16,2020-01-15,futures
AL2002.XSGE,铝2002,al2002,2019-02-18,2020-02-17,futures
AL2003.XSGE,铝2003,al2003,2019-03-18,2020-03-16,futures
AL2004.XSGE,铝2004,al2004,2019-04-16,2020-04-15,futures
AL2005.XSGE,铝2005,al2005,2019-05-16,2020-05-15,futures
AL2006.XSGE,铝2006,al2006,2019-06-18,2020-06-15,futures
AL2007.XSGE,铝2007,al2007,2019-07-16,2020-07-15,futures
AL2008.XSGE,铝2008,al2008,2019-08-16,2020-08-17,futures
AL2009.XSGE,铝2009,al2009,2019-09-17,2020-09-15,futures
AL2010.XSGE,铝2010,al2010,2019-10-16,2020-10-15,futures
AL2011.XSGE,铝2011,al2011,2019-11-18,2020-11-16,futures
AL2012.XSGE,铝2012,al2012,2019-12-17,2020-12-15,futures
AL2101.XSGE,铝2101,al2101,2020-01-16,2021-01-15,futures
AL2102.XSGE,铝2102,al2102,2020-02-18,2021-02-05,futures
AL2103.XSGE,铝2103,al2103,2020-03-17,2021-03-15,futures
AL2104.XSGE,铝2104,al2104,2020-04-16,2021-04-15,futures
AL2105.XSGE,铝2105,al2105,2020-05-18,2021-05-17,futures
AL2106.XSGE,铝2106,al2106,2020-06-16,2021-06-15,futures
AL2107.XSGE,铝2107,al2107,2020-07-16,2021-07-15,futures
AL2108.XSGE,铝2108,al2108,2020-08-18,2021-08-16,futures
AL2109.XSGE,铝2109,al2109,2020-09-16,2021-09-15,futures
AL2110.XSGE,铝2110,al2110,2020-10-16,2021-10-15,futures
AL2111.XSGE,铝2111,al2111,2020-11-17,2021-11-15,futures
AL2112.XSGE,铝2112,al2112,2020-12-16,2021-12-15,futures
AL2201.XSGE,铝2201,al2201,2021-01-18,2022-01-17,futures
AL2202.XSGE,铝2202,al2202,2021-02-08,2022-02-15,futures
AL2203.XSGE,铝2203,al2203,2021-03-16,2022-03-15,futures
AL2204.XSGE,铝2204,al2204,2021-04-16,2022-04-15,futures
AL2205.XSGE,铝2205,al2205,2021-05-18,2022-05-16,futures
AL2206.XSGE,铝2206,al2206,2021-06-16,2022-06-15,futures
AL2207.XSGE,铝2207,al2207,2021-07-16,2022-07-15,futures
AL2208.XSGE,铝2208,al2208,2021-08-17,2022-08-15,futures
AL2209.XSGE,铝2209,al2209,2021-09-16,2022-09-15,futures
AL2210.XSGE,铝2210,al2210,2021-10-18,2022-10-17,futures
AL2211.XSGE,铝2211,al2211,2021-11-16,2022-11-15,futures
AL2212.XSGE,铝2212,al2212,2021-12-16,2022-12-15,futures
AL2301.XSGE,铝2301,al2301,2022-01-18,2023-01-16,futures
AL2302.XSGE,铝2302,al2302,2022-02-16,2023-02-15,futures
AL2303.XSGE,铝2303,al2303,2022-03-16,2023-03-15,futures
AL2304.XSGE,铝2304,al2304,2022-04-18,2023-04-17,futures
AL2305.XSGE,铝2305,al2305,2022-05-17,2023-05-15,futures
AL2306.XSGE,铝2306,al2306,2022-06-16,2023-06-15,futures
AL2307.XSGE,铝2307,al2307,2022-07-18,2023-07-17,futures
AL2308.XSGE,铝2308,al2308,2022-08-16,2023-08-15,futures
AL2309.XSGE,铝2309,al2309,2022-09-16,2023-09-15,futures
AL2310.XSGE,铝2310,al2310,2022-10-18,2023-10-16,futures
AL2311.XSGE,铝2311,al2311,2022-11-16,2023-11-15,futures
AL2312.XSGE,铝2312,al2312,2022-12-16,2023-12-15,futures
AL2401.XSGE,铝2401,al2401,2023-01-17,2024-01-15,futures
AL2402.XSGE,铝2402,al2402,2023-02-16,2024-02-19,futures
AL2403.XSGE,铝2403,al2403,2023-03-16,2024-03-15,futures
AL2404.XSGE,铝2404,al2404,2023-04-18,2024-04-15,futures
AL2405.XSGE,铝2405,al2405,2023-05-16,2024-05-15,futures
AL2406.XSGE,铝2406,al2406,2023-06-16,2024-06-17,futures
AL2407.XSGE,铝2407,al2407,2023-07-18,2024-07-15,futures
AL2408.XSGE,铝2408,al2408,2023-08-16,2024-08-15,futures
AL2409.XSGE,铝2409,al2409,2023-09-18,2024-09-18,futures
AL2410.XSGE,铝2410,al2410,2023-10-17,2024-10-15,futures
AL2411.XSGE,铝2411,al2411,2023-11-16,2024-11-15,futures
AL2412.XSGE,铝2412,al2412,2023-12-18,2024-12-16,futures
AL2501.XSGE,铝2501,al2501,2024-01-16,2025-01-15,futures
AL2502.XSGE,铝2502,al2502,2024-02-20,2025-02-17,futures
AL2503.XSGE,铝2503,al2503,2024-03-18,2025-03-17,futures
AL2504.XSGE,铝2504,al2504,2024-04-16,2025-04-15,futures
AL2505.XSGE,铝2505,al2505,2024-05-16,2025-05-15,futures
AL2506.XSGE,铝2506,al2506,2024-06-18,2025-06-16,futures
AL2507.XSGE,铝2507,al2507,2024-07-16,2025-07-15,futures
AL8888.XSGE,铝期货指数,AL8888,2005-01-03,2030-01-01,futures
AL9999.XSGE,铝主力合约,AL9999,2005-01-03,2030-01-01,futures
AO2311.XSGE,氧化铝2311,ao2311,2023-06-19,2023-11-15,futures
AO2312.XSGE,氧化铝2312,ao2312,2023-06-19,2023-12-15,futures
AO2401.XSGE,氧化铝2401,ao2401,2023-06-19,2024-01-15,futures
AO2402.XSGE,氧化铝2402,ao2402,2023-06-19,2024-02-19,futures
AO2403.XSGE,氧化铝2403,ao2403,2023-06-19,2024-03-15,futures
AO2404.XSGE,氧化铝2404,ao2404,2023-06-19,2024-04-15,futures
AO2405.XSGE,氧化铝2405,ao2405,2023-06-19,2024-05-15,futures
AO2406.XSGE,氧化铝2406,ao2406,2023-06-19,2024-06-17,futures
AO2407.XSGE,氧化铝2407,ao2407,2023-07-18,2024-07-15,futures
AO2408.XSGE,氧化铝2408,ao2408,2023-08-16,2024-08-15,futures
AO2409.XSGE,氧化铝2409,ao2409,2023-09-18,2024-09-18,futures
AO2410.XSGE,氧化铝2410,ao2410,2023-10-17,2024-10-15,futures
AO2411.XSGE,氧化铝2411,ao2411,2023-11-16,2024-11-15,futures
AO2412.XSGE,氧化铝2412,ao2412,2023-12-18,2024-12-16,futures
AO2501.XSGE,氧化铝2501,ao2501,2024-01-16,2025-01-15,futures
AO2502.XSGE,氧化铝2502,ao2502,2024-02-20,2025-02-17,futures
AO2503.XSGE,氧化铝2503,ao2503,2024-03-18,2025-03-17,futures
AO2504.XSGE,氧化铝2504,ao2504,2024-04-16,2025-04-15,futures
AO2505.XSGE,氧化铝2505,ao2505,2024-05-16,2025-05-15,futures
AO2506.XSGE,氧化铝2506,ao2506,2024-06-18,2025-06-16,futures
AO2507.XSGE,氧化铝2507,ao2507,2024-07-16,2025-07-15,futures
AO8888.XSGE,氧化铝期货指数,AO8888,2023-06-19,2030-01-01,futures
AO9999.XSGE,氧化铝主力合约,AO9999,2023-06-19,2030-01-01,futures
AP1805.XZCE,苹果1805,AP805,2017-12-22,2018-05-15,futures
AP1807.XZCE,苹果1807,AP807,2017-12-22,2018-07-13,futures
AP1810.XZCE,苹果1810,AP810,2017-12-22,2018-10-19,futures
AP1811.XZCE,苹果1811,AP811,2017-12-22,2018-11-14,futures
AP1812.XZCE,苹果1812,AP812,2017-12-22,2018-12-14,futures
AP1901.XZCE,苹果1901,AP901,2018-01-16,2019-01-15,futures
AP1903.XZCE,苹果1903,AP903,2018-03-15,2019-03-14,futures
AP1905.XZCE,苹果1905,AP905,2018-05-16,2019-05-17,futures
AP1907.XZCE,苹果1907,AP907,2018-07-16,2019-07-12,futures
AP1910.XZCE,苹果1910,AP910,2018-10-22,2019-10-21,futures
AP1911.XZCE,苹果1911,AP911,2018-11-15,2019-11-14,futures
AP1912.XZCE,苹果1912,AP912,2018-12-17,2019-12-13,futures
AP2001.XZCE,苹果2001,AP001,2019-01-16,2020-01-15,futures
AP2003.XZCE,苹果2003,AP003,2019-03-15,2020-03-13,futures
AP2005.XZCE,苹果2005,AP005,2019-05-20,2020-05-19,futures
AP2007.XZCE,苹果2007,AP007,2019-07-15,2020-07-14,futures
AP2010.XZCE,苹果2010,AP010,2019-10-22,2020-10-22,futures
AP2011.XZCE,苹果2011,AP011,2019-11-15,2020-11-13,futures
AP2012.XZCE,苹果2012,AP012,2019-12-16,2020-12-14,futures
AP2101.XZCE,苹果2101,AP101,2020-01-16,2021-01-15,futures
AP2103.XZCE,苹果2103,AP103,2020-03-16,2021-03-12,futures
AP2105.XZCE,苹果2105,AP105,2020-05-20,2021-05-19,futures
AP2110.XZCE,苹果2110,AP110,2020-10-23,2021-10-21,futures
AP2111.XZCE,苹果2111,AP111,2020-11-16,2021-11-12,futures
AP2112.XZCE,苹果2112,AP112,2020-12-15,2021-12-14,futures
AP2201.XZCE,苹果2201,AP201,2021-01-18,2022-01-17,futures
AP2203.XZCE,苹果2203,AP203,2021-03-15,2022-03-14,futures
AP2204.XZCE,苹果2204,AP204,2021-04-16,2022-04-18,futures
AP2205.XZCE,苹果2205,AP205,2021-05-20,2022-05-18,futures
AP2210.XZCE,苹果2210,AP210,2021-10-22,2022-10-21,futures
AP2211.XZCE,苹果2211,AP211,2021-11-15,2022-11-14,futures
AP2212.XZCE,苹果2212,AP212,2021-12-15,2022-12-14,futures
AP2301.XZCE,苹果2301,AP301,2022-01-18,2023-01-16,futures
AP2303.XZCE,苹果2303,AP303,2022-03-15,2023-03-14,futures
AP2304.XZCE,苹果2304,AP304,2022-04-19,2023-04-17,futures
AP2305.XZCE,苹果2305,AP305,2022-05-19,2023-05-17,futures
AP2310.XZCE,苹果2310,AP310,2022-10-24,2023-10-20,futures
AP2311.XZCE,苹果2311,AP311,2022-11-15,2023-11-14,futures
AP2312.XZCE,苹果2312,AP312,2022-12-15,2023-12-14,futures
AP2401.XZCE,苹果2401,AP401,2023-01-17,2024-01-15,futures
AP2403.XZCE,苹果2403,AP403,2023-03-15,2024-03-14,futures
AP2404.XZCE,苹果2404,AP404,2023-04-18,2024-04-16,futures
AP2405.XZCE,苹果2405,AP405,2023-05-18,2024-05-17,futures
AP2410.XZCE,苹果2410,AP410,2023-10-23,2024-10-21,futures
AP2411.XZCE,苹果2411,AP411,2023-11-15,2024-11-14,futures
AP2412.XZCE,苹果2412,AP412,2023-12-15,2024-12-13,futures
AP2501.XZCE,苹果2501,AP501,2024-01-16,2025-01-14,futures
AP2503.XZCE,苹果2503,AP503,2024-03-15,2025-03-14,futures
AP2504.XZCE,苹果2504,AP504,2024-04-17,2025-04-14,futures
AP2505.XZCE,苹果2505,AP505,2024-05-20,2025-05-14,futures
AP8888.XZCE,苹果期货指数,AP8888,2017-12-22,2030-01-01,futures
AP9999.XZCE,苹果主力合约,AP9999,2017-12-22,2030-01-01,futures
AU0806.XSGE,黄金0806,au0806,2008-01-09,2008-06-16,futures
AU0807.XSGE,黄金0807,au0807,2008-01-09,2008-07-15,futures
AU0808.XSGE,黄金0808,au0808,2008-01-09,2008-08-15,futures
AU0809.XSGE,黄金0809,au0809,2008-01-09,2008-09-16,futures
AU0810.XSGE,黄金0810,au0810,2008-01-09,2008-10-15,futures
AU0811.XSGE,黄金0811,au0811,2008-01-09,2008-11-17,futures
AU0812.XSGE,黄金0812,au0812,2008-01-09,2008-12-15,futures
AU0901.XSGE,黄金0901,au0901,2008-01-16,2009-01-15,futures
AU0902.XSGE,黄金0902,au0902,2008-02-18,2009-02-16,futures
AU0903.XSGE,黄金0903,au0903,2008-03-18,2009-03-16,futures
AU0904.XSGE,黄金0904,au0904,2008-04-16,2009-04-15,futures
AU0905.XSGE,黄金0905,au0905,2008-05-16,2009-05-15,futures
AU0906.XSGE,黄金0906,au0906,2008-06-17,2009-06-15,futures
AU0907.XSGE,黄金0907,au0907,2008-07-16,2009-07-15,futures
AU0908.XSGE,黄金0908,au0908,2008-08-18,2009-08-17,futures
AU0909.XSGE,黄金0909,au0909,2008-09-17,2009-09-15,futures
AU0910.XSGE,黄金0910,au0910,2008-10-16,2009-10-15,futures
AU0911.XSGE,黄金0911,au0911,2008-11-18,2009-11-16,futures
AU0912.XSGE,黄金0912,au0912,2008-12-16,2009-12-15,futures
AU1001.XSGE,黄金1001,au1001,2009-01-16,2010-01-15,futures
AU1002.XSGE,黄金1002,au1002,2009-02-17,2010-02-09,futures
AU1003.XSGE,黄金1003,au1003,2009-03-17,2010-03-15,futures
AU1004.XSGE,黄金1004,au1004,2009-04-16,2010-04-15,futures
AU1005.XSGE,黄金1005,au1005,2009-05-18,2010-05-17,futures
AU1006.XSGE,黄金1006,au1006,2009-06-16,2010-06-17,futures
AU1007.XSGE,黄金1007,au1007,2009-07-16,2010-07-15,futures
AU1008.XSGE,黄金1008,au1008,2009-08-18,2010-08-16,futures
AU1009.XSGE,黄金1009,au1009,2009-09-16,2010-09-15,futures
AU1010.XSGE,黄金1010,au1010,2009-10-16,2010-10-15,futures
AU1011.XSGE,黄金1011,au1011,2009-11-17,2010-11-15,futures
AU1012.XSGE,黄金1012,au1012,2009-12-16,2010-12-15,futures
AU1101.XSGE,黄金1101,au1101,2010-01-18,2011-01-17,futures
AU1102.XSGE,黄金1102,au1102,2010-02-22,2011-02-15,futures
AU1103.XSGE,黄金1103,au1103,2010-03-16,2011-03-15,futures
AU1104.XSGE,黄金1104,au1104,2010-04-16,2011-04-15,futures
AU1105.XSGE,黄金1105,au1105,2010-05-18,2011-05-16,futures
AU1106.XSGE,黄金1106,au1106,2010-06-18,2011-06-15,futures
AU1107.XSGE,黄金1107,au1107,2010-07-16,2011-07-15,futures
AU1108.XSGE,黄金1108,au1108,2010-08-17,2011-08-15,futures
AU1109.XSGE,黄金1109,au1109,2010-09-16,2011-09-15,futures
AU1110.XSGE,黄金1110,au1110,2010-10-18,2011-10-17,futures
AU1111.XSGE,黄金1111,au1111,2010-11-16,2011-11-15,futures
AU1112.XSGE,黄金1112,au1112,2010-12-16,2011-12-15,futures
AU1201.XSGE,黄金1201,au1201,2011-01-18,2012-01-13,futures
AU1202.XSGE,黄金1202,au1202,2011-02-16,2012-02-15,futures
AU1203.XSGE,黄金1203,au1203,2011-03-16,2012-03-15,futures
AU1204.XSGE,黄金1204,au1204,2011-04-18,2012-04-16,futures
AU1205.XSGE,黄金1205,au1205,2011-05-17,2012-05-15,futures
AU1206.XSGE,黄金1206,au1206,2011-06-16,2012-06-15,futures
AU1207.XSGE,黄金1207,au1207,2011-07-18,2012-07-16,futures
AU1208.XSGE,黄金1208,au1208,2011-08-16,2012-08-15,futures
AU1209.XSGE,黄金1209,au1209,2011-09-16,2012-09-17,futures
AU1210.XSGE,黄金1210,au1210,2011-10-18,2012-10-15,futures
AU1211.XSGE,黄金1211,au1211,2011-11-16,2012-11-15,futures
AU1212.XSGE,黄金1212,au1212,2011-12-16,2012-12-17,futures
AU1301.XSGE,黄金1301,au1301,2012-01-16,2013-01-15,futures
AU1302.XSGE,黄金1302,au1302,2012-02-16,2013-02-18,futures
AU1303.XSGE,黄金1303,au1303,2012-03-16,2013-03-15,futures
AU1304.XSGE,黄金1304,au1304,2012-04-17,2013-04-15,futures
AU1305.XSGE,黄金1305,au1305,2012-05-16,2013-05-15,futures
AU1306.XSGE,黄金1306,au1306,2012-06-18,2013-06-17,futures
AU1307.XSGE,黄金1307,au1307,2012-07-17,2013-07-15,futures
AU1308.XSGE,黄金1308,au1308,2012-08-16,2013-08-15,futures
AU1309.XSGE,黄金1309,au1309,2012-09-18,2013-09-16,futures
AU1310.XSGE,黄金1310,au1310,2012-10-16,2013-10-15,futures
AU1311.XSGE,黄金1311,au1311,2012-11-16,2013-11-15,futures
AU1312.XSGE,黄金1312,au1312,2012-12-18,2013-12-16,futures
AU1401.XSGE,黄金1401,au1401,2013-01-16,2014-01-15,futures
AU1402.XSGE,黄金1402,au1402,2013-02-19,2014-02-17,futures
AU1403.XSGE,黄金1403,au1403,2013-03-18,2014-03-17,futures
AU1404.XSGE,黄金1404,au1404,2013-04-16,2014-04-15,futures
AU1405.XSGE,黄金1405,au1405,2013-05-16,2014-05-15,futures
AU1406.XSGE,黄金1406,au1406,2013-06-18,2014-06-16,futures
AU1407.XSGE,黄金1407,au1407,2013-07-16,2014-07-15,futures
AU1408.XSGE,黄金1408,au1408,2013-08-16,2014-08-15,futures
AU1409.XSGE,黄金1409,au1409,2014-06-17,2014-09-15,futures
AU1410.XSGE,黄金1410,au1410,2013-10-16,2014-10-15,futures
AU1411.XSGE,黄金1411,au1411,2014-08-18,2014-11-17,futures
AU1412.XSGE,黄金1412,au1412,2013-12-17,2014-12-15,futures
AU1501.XSGE,黄金1501,au1501,2014-10-16,2015-01-15,futures
AU1502.XSGE,黄金1502,au1502,2014-02-18,2015-02-10,futures
AU1503.XSGE,黄金1503,au1503,2014-12-16,2015-03-16,futures
AU1504.XSGE,黄金1504,au1504,2014-04-16,2015-04-15,futures
AU1505.XSGE,黄金1505,au1505,2015-02-16,2015-05-15,futures
AU1506.XSGE,黄金1506,au1506,2014-07-16,2015-06-15,futures
AU1507.XSGE,黄金1507,au1507,2015-04-16,2015-07-15,futures
AU1508.XSGE,黄金1508,au1508,2014-09-16,2015-08-17,futures
AU1509.XSGE,黄金1509,au1509,2015-06-16,2015-09-15,futures
AU1510.XSGE,黄金1510,au1510,2014-11-18,2015-10-15,futures
AU1511.XSGE,黄金1511,au1511,2015-08-18,2015-11-16,futures
AU1512.XSGE,黄金1512,au1512,2015-01-16,2015-12-15,futures
AU1601.XSGE,黄金1601,au1601,2015-10-16,2016-01-15,futures
AU1602.XSGE,黄金1602,au1602,2015-03-17,2016-02-15,futures
AU1603.XSGE,黄金1603,au1603,2015-12-16,2016-03-15,futures
AU1604.XSGE,黄金1604,au1604,2015-04-16,2016-04-15,futures
AU1605.XSGE,黄金1605,au1605,2016-02-16,2016-05-16,futures
AU1606.XSGE,黄金1606,au1606,2015-05-18,2016-06-15,futures
AU1607.XSGE,黄金1607,au1607,2016-04-18,2016-07-15,futures
AU1608.XSGE,黄金1608,au1608,2015-07-16,2016-08-15,futures
AU1609.XSGE,黄金1609,au1609,2016-06-16,2016-09-19,futures
AU1610.XSGE,黄金1610,au1610,2015-09-16,2016-10-17,futures
AU1611.XSGE,黄金1611,au1611,2016-08-16,2016-11-15,futures
AU1612.XSGE,黄金1612,au1612,2015-11-17,2016-12-15,futures
AU1701.XSGE,黄金1701,au1701,2016-10-18,2017-01-16,futures
AU1702.XSGE,黄金1702,au1702,2016-01-18,2017-02-15,futures
AU1703.XSGE,黄金1703,au1703,2016-12-16,2017-03-15,futures
AU1704.XSGE,黄金1704,au1704,2016-03-16,2017-04-17,futures
AU1705.XSGE,黄金1705,au1705,2017-02-16,2017-05-15,futures
AU1706.XSGE,黄金1706,au1706,2016-05-17,2017-06-15,futures
AU1707.XSGE,黄金1707,au1707,2017-04-18,2017-07-17,futures
AU1708.XSGE,黄金1708,au1708,2016-07-18,2017-08-15,futures
AU1709.XSGE,黄金1709,au1709,2017-06-16,2017-09-15,futures
AU1710.XSGE,黄金1710,au1710,2016-09-20,2017-10-16,futures
AU1711.XSGE,黄金1711,au1711,2017-08-16,2017-11-15,futures
AU1712.XSGE,黄金1712,au1712,2016-11-16,2017-12-15,futures
AU1801.XSGE,黄金1801,au1801,2017-10-17,2018-01-15,futures
AU1802.XSGE,黄金1802,au1802,2017-01-17,2018-02-09,futures
AU1803.XSGE,黄金1803,au1803,2017-12-18,2018-03-15,futures
AU1804.XSGE,黄金1804,au1804,2017-03-16,2018-04-16,futures
AU1805.XSGE,黄金1805,au1805,2018-02-12,2018-05-15,futures
AU1806.XSGE,黄金1806,au1806,2017-05-16,2018-06-15,futures
AU1807.XSGE,黄金1807,au1807,2018-04-17,2018-07-16,futures
AU1808.XSGE,黄金1808,au1808,2017-07-18,2018-08-15,futures
AU1809.XSGE,黄金1809,au1809,2018-06-19,2018-09-17,futures
AU1810.XSGE,黄金1810,au1810,2017-09-18,2018-10-15,futures
AU1811.XSGE,黄金1811,au1811,2018-08-16,2018-11-15,futures
AU1812.XSGE,黄金1812,au1812,2017-11-16,2018-12-17,futures
AU1901.XSGE,黄金1901,au1901,2018-10-16,2019-01-15,futures
AU1902.XSGE,黄金1902,au1902,2018-01-16,2019-02-15,futures
AU1903.XSGE,黄金1903,au1903,2018-12-18,2019-03-15,futures
AU1904.XSGE,黄金1904,au1904,2018-03-16,2019-04-15,futures
AU1905.XSGE,黄金1905,au1905,2019-02-18,2019-05-15,futures
AU1906.XSGE,黄金1906,au1906,2018-05-16,2019-06-17,futures
AU1907.XSGE,黄金1907,au1907,2019-04-16,2019-07-15,futures
AU1908.XSGE,黄金1908,au1908,2018-07-17,2019-08-15,futures
AU1909.XSGE,黄金1909,au1909,2019-06-18,2019-09-16,futures
AU1910.XSGE,黄金1910,au1910,2018-09-18,2019-10-15,futures
AU1911.XSGE,黄金1911,au1911,2019-08-16,2019-11-15,futures
AU1912.XSGE,黄金1912,au1912,2018-11-16,2019-12-16,futures
AU2001.XSGE,黄金2001,au2001,2019-10-16,2020-01-15,futures
AU2002.XSGE,黄金2002,au2002,2019-01-16,2020-02-17,futures
AU2003.XSGE,黄金2003,au2003,2019-12-17,2020-03-16,futures
AU2004.XSGE,黄金2004,au2004,2019-03-18,2020-04-15,futures
AU2005.XSGE,黄金2005,au2005,2020-02-18,2020-05-15,futures
AU2006.XSGE,黄金2006,au2006,2019-05-16,2020-06-15,futures
