code,pe_ratio,pb_ratio,total_assets,net_profit,roe
000972.XSHE,29.2352,19.7943,1426861707.76,4954687.69,3.62
000973.XSHE,20.3232,1.6838,4527711692.53,157705678.24,5.47
000975.XSHE,31.7282,3.7005,15903443931.84,428709837.72,3.47
000977.XSHE,37.0041,2.8769,51788946879.75,467659500.9,2.67
000978.XSHE,-48.3337,2.6733,2440494149.63,32422904.03,2.73
000980.XSHE,-16.0,7.5525,6762004217.4,-162977556.02,-7.89
000981.XSHE,-6.7569,4.4119,17918948766.19,-419075342.65,-8.76
000982.XSHE,614.2736,5.119,1594885535.27,-5502983.24,-0.21
000983.XSHE,7.9948,1.5162,94478944612.72,1497879470.86,3.09
000985.XSHE,-105.0207,3.5997,751133253.47,-13300580.6,-2.26
000987.XSHE,11.5244,1.068,185309288335.29,848037876.38,2.14
000988.XSHE,30.054000000000002,3.3398,17475733369.95,229804652.47,2.6
000990.XSHE,65.5772,0.5651,25028974248.98,184311495.75,0.95
000993.XSHE,16.0345,1.8371,3528897023.05,76452285.11,3.06
000995.XSHE,429.68800000000005,22.2128,497059955.43,494163.15,0.34
000996.XSHE,-439.4145,3.0524,698640445.12,22172.0,0.0
000997.XSHE,314.8721,3.2987,12906807089.17,251359019.58,4.13
000998.XSHE,-26.1893,3.9346,16115743567.6,-410371231.94,-8.01
000999.XSHE,16.9511,2.6562,38698060595.21,635319479.22,2.88
001201.XSHE,-16.4768,2.314,5165911650.5,-85519404.45,-3.13
001202.XSHE,38.0657,3.1167,1249534928.0,18389678.02,2.57
001203.XSHE,17.5526,2.8682,12604210295.99,324309074.32,5.98
001205.XSHE,18.5433,1.7446,3378759252.68,34160550.36,1.81
001206.XSHE,26.2502,1.6076,1995610025.82,42419581.66,2.35
001207.XSHE,22.6064,2.0347,2196275727.55,54595366.28,3.24
001208.XSHE,55.9668,3.2813,4015008041.09,24189758.28,1.61
001209.XSHE,40.2434,1.8732,1673890991.13,16647336.0,1.35
001210.XSHE,23.625,1.6916,1719192202.69,-24297435.86,-1.78
001211.XSHE,-70.6369,1.9904,1509908153.14,10979714.82,1.36
001212.XSHE,32.2434,1.9059,2220105196.7,29109142.9,1.81
001213.XSHE,36.0714,0.9988,21167504468.91,253033794.59,1.36
001215.XSHE,36.1708,4.0121,1718268628.08,38076134.4,3.42
001216.XSHE,20.3063,2.1136,1967046773.67,63830223.0,4.24
001217.XSHE,33.7581,2.1884,3025973441.69,41279249.03,1.95
001218.XSHE,19.0178,1.355,2652431039.67,36685946.83,1.77
001219.XSHE,37.775,3.588,1044567677.39,21517100.94,2.26
001222.XSHE,22.5275,2.3244,1521257650.87,43270661.18,3.24
001223.XSHE,33.7949,2.1851,2000187488.95,58541990.24,3.17
001225.XSHE,21.8663,1.7854,1551204193.15,27827613.78,1.98
001226.XSHE,395.5813,3.5166,1092637704.79,-7490154.44,-0.99
001227.XSHE,7.9270000000000005,0.536,458797985999.2,535700409.29,1.61
001228.XSHE,17.3414,1.9043,3469970685.14,38046541.65,2.25
001229.XSHE,40.9797,3.7686,1010424877.08,26594216.31,2.86
001230.XSHE,19.7672,1.5203,2911005603.28,26867706.68,1.45
001231.XSHE,30.3658,2.2564,1234151672.41,-8698937.32,-0.85
001234.XSHE,45.0121,2.9548,1082533605.75,23240229.32,2.67
001236.XSHE,-724.8528,6.1146,8467243864.02,-6216092.79,-0.34
001238.XSHE,68.9955,2.4061,1462265891.38,-8901128.98,-0.72
001239.XSHE,62.0329,10.2542,1462724357.66,21195322.07,3.88
001255.XSHE,50.3264,3.8228,949538257.42,14816525.64,1.88
001256.XSHE,31.6274,2.4167,1257159259.7,22323236.81,2.07
001258.XSHE,36.6387,2.5049,9711651787.41,98930825.19,3.32
001259.XSHE,77.2278,2.7556,835171965.83,-2062832.17,-0.27
001260.XSHE,46.3479,3.3406,980753974.03,14818424.31,1.97
001266.XSHE,98.0435,2.9553,1171994502.08,-5751853.67,-0.53
001267.XSHE,81.5612,2.7521,2460169742.44,3838117.34,0.24
001268.XSHE,48.0139,2.7786,1226249150.0,12614528.37,1.31
001269.XSHE,15.2975,6.1899,2916249849.25,180641487.55,11.5
001270.XSHE,78.6092,7.1317,1432123688.5,-12229785.65,-0.88
001278.XSHE,32.9562,2.5572,2842730969.37,26143702.54,2.09
001282.XSHE,33.345,2.9278,1849752717.63,37598991.91,2.72
001283.XSHE,64.0746,1.8449,6751999982.32,31923903.77,1.39
001286.XSHE,12.0985,1.3925,61806215544.66,1312805911.8,3.88
001287.XSHE,66.0114,3.1891,22818582916.88,31886440.57,0.64
001288.XSHE,26.623,1.4235,3293134273.56,20682439.85,1.06
001289.XSHE,28.3021,2.4092,228273640053.28,1390186783.3,1.6
001296.XSHE,21.5864,1.5228,2008143033.1,32699546.36,2.01
001298.XSHE,99.1722,2.7302,2708632692.9,39348907.37,2.58
001299.XSHE,35.3879,2.279,1670042838.51,10057574.09,0.8
001300.XSHE,-288.2638,4.5204,1210016654.01,3295791.22,0.3
001301.XSHE,11.7732,1.7342,7924468732.99,163411306.22,3.01
001306.XSHE,57.9431,10.3507,1078435891.18,15076444.81,2.82
001308.XSHE,15.538,2.9635,13484105067.55,320530714.14,5.12
001309.XSHE,-104.8316,10.7168,2945261853.5,-31556189.87,-3.17
001311.XSHE,17.548,2.1786,5251082799.92,138798521.46,3.39
001313.XSHE,108.6016,2.23,5717130611.61,18583541.3,0.74
001314.XSHE,84.2497,5.0351,2708548031.78,29028009.66,1.45
001316.XSHE,29.3611,2.532,1236388337.16,27500044.95,2.53
001317.XSHE,203.2083,3.5389999999999997,1383730541.57,4811169.45,0.6
001318.XSHE,37.095,3.1865,1388160464.25,31802115.32,2.49
001319.XSHE,42.872,3.0106,1552039522.1,31449323.05,2.62
001322.XSHE,25.1312,2.3628,10124735088.28,115888397.9,2.42
001323.XSHE,15.242,2.7226,7139715199.99,162617312.27,3.7
001324.XSHE,40.1894,3.0337,1364237152.56,24845297.16,2.3
001326.XSHE,25.018,7.6041,1136346185.91,59139139.05,11.83
001328.XSHE,35.7208,3.5515,1834864484.04,41698192.85,3.09
001330.XSHE,-25.1485,1.5193,16240431657.84,28215691.1,0.44
001331.XSHE,-95.2117,1.9624,1777246083.67,2314752.28,0.16
001332.XSHE,19.658,1.632,3309213719.33,26808893.97,1.24
001333.XSHE,24.1902,1.8085,2277025853.02,36283772.43,2.34
001336.XSHE,47.1136,3.0246,1128036768.45,3862260.74,0.51
001337.XSHE,59.4188,8.8787,1764835648.28,64505461.1,5.05
001338.XSHE,37.3083,1.8196,4670972734.78,62235384.14,1.89
001339.XSHE,169.2514,4.4814,3112739713.19,-10190592.37,-0.53
001358.XSHE,26.1442,6.0987,883350142.11,34458940.82,5.1
001360.XSHE,29.6306,2.5984,2014257872.84,21892915.01,1.49
001366.XSHE,43.0043,3.1292,1019203425.17,9197440.82,1.09
001367.XSHE,30.8907,2.4577,1301262008.78,26118923.2,2.17
001368.XSHE,27.3089,2.026,1605530727.09,25860956.02,1.88
001373.XSHE,70.3482,3.4289,1113604858.23,9903001.32,0.83
001376.XSHE,79.6494,12.3531,1474144548.52,33129094.32,4.08
001378.XSHE,37.2863,5.6772,1462294613.92,34811549.27,3.89
001380.XSHE,28.4781,3.0101,2075633467.94,46379835.39,3.11
001696.XSHE,20.5977,1.5659,9659957935.15,119418491.63,2.38
001872.XSHE,10.6847,0.6855,199187448792.81,2464401399.51,2.19
001896.XSHE,-5.022,2.0835,29899974253.59,23197346.78,0.19
001914.XSHE,17.7127,1.3185,18583256868.34,189936210.26,1.83
001965.XSHE,10.8643,1.075,119024271211.57,1681047481.65,2.52
001979.XSHE,17.0121,0.8962,963521580127.19,1724443304.72,1.49
002001.XSHE,19.3408,2.1662,38774279496.58,622820822.29,2.59
002003.XSHE,25.3265,2.9438,6351177399.56,231099091.12,6.4
002004.XSHE,41.7136,0.8958,30375904765.21,228733733.46,1.15
002006.XSHE,24.9392,5.1654,2282835038.0,45588319.54,3.37
002007.XSHE,32.5604,3.7017,15531479192.68,710175678.04,5.07
002008.XSHE,26.3052,1.3519999999999999,33673390385.28,238501000.11,1.4
002009.XSHE,-17.7424,2.8789999999999996,6899397227.21,4738629.21,0.11
002010.XSHE,20.0909,0.7166,41860183062.67,156753068.79,0.67
002011.XSHE,21.2573,3.4516,10087066394.23,210781767.89,5.13
002012.XSHE,47.9888,1.6856,1931363574.35,6143745.29,0.28
002014.XSHE,12.6019,2.1822,3685255423.94,117443056.39,5.09
002015.XSHE,21.2351,1.8698,28481496937.72,163067569.46,1.16
002016.XSHE,19.2335,1.054,6530897741.27,141412719.95,2.81
002017.XSHE,44.7612,3.8579,2789921841.63,38265886.75,2.41
002019.XSHE,134.3595,2.0166,12346941469.02,16432037.98,0.43
002020.XSHE,16.5162,2.0429,7620113019.74,157505111.86,2.97
002021.XSHE,-7.2281,-10.4358,1459187249.51,-8050064.76,2.52
002022.XSHE,-24.2704,1.3749,7038165189.77,-29234365.64,-0.92
002023.XSHE,213.8276,1.5885,7229947777.4,1709847.47,0.11
002025.XSHE,30.9489,3.5842,11033909488.14,187820067.3,2.78
002026.XSHE,46.1435,1.3459999999999999,5221555925.46,39561138.0,0.96
002027.XSHE,21.4192,5.5225,22952453393.33,1357536955.98,8.65
002028.XSHE,25.4209,3.9852,17071712871.63,460598063.68,4.53
002029.XSHE,16.9657,0.6769,11177499703.3,58482966.93,0.7
002030.XSHE,15.9062,1.4868,11310013290.86,-52289637.56,-0.55
002031.XSHE,515.6911,3.7207,4072328108.74,-21695065.98,-0.88
002032.XSHE,20.1624,7.7377,11758115794.47,482190045.41,8.9
002033.XSHE,23.5392,1.7849,2904779205.38,101276687.59,3.71
002034.XSHE,9.3796,1.0475,14619023290.93,160841654.2,2.62
002035.XSHE,23.7004,1.4795,6871178397.61,99564220.66,2.8
002036.XSHE,-24.8134,3.1826,16651990088.41,-61898363.2,-1.4
002037.XSHE,-7.0455,1.5459,17760717344.83,5866603.62,0.06
002038.XSHE,33.3373,1.8421,6067610368.99,48337.87,0.01
002039.XSHE,43.3651,1.5365,16640401672.73,401309586.6,6.57
002040.XSHE,28.0964,1.1238,4857227551.62,52026045.06,1.3
002041.XSHE,49.2775,3.4151,5067179986.99,25834482.71,0.61
002042.XSHE,-12.9072,1.2079,16630998854.96,13021745.59,0.06
002043.XSHE,14.4996,2.4916,5892601201.49,175382966.57,5.82
002044.XSHE,291.4062,3.0696,18539735767.19,254961411.4,2.85
002045.XSHE,24.2994,3.253,5390233071.87,247910531.33,10.59
002046.XSHE,22.1316,1.8807,5527158044.57,48254590.01,1.39
002047.XSHE,-1.8675,5.522,9438157222.02,-62763031.78,-7.62
002048.XSHE,10.045,0.8859999999999999,25746725099.28,431123173.29,2.78
002049.XSHE,21.8552,5.2216,17305036502.47,638631094.7,5.89
002050.XSHE,35.3389,6.3723,30333179932.84,783574588.43,4.92
002051.XSHE,28.4298,0.8927,22785134023.46,78304561.22,0.69
002053.XSHE,21.0152,1.3162,16216524537.58,22472294.28,0.49
002054.XSHE,375.8388,1.3041,6946826150.89,-9472023.03,0.61
002055.XSHE,-30.6689,2.0839,7933548607.42,-19316813.03,0.04
002056.XSHE,10.4323,2.4881,22245158186.02,444199915.82,5.08
002057.XSHE,17.0992,2.0107,5182253980.37,88424818.22,2.54
002058.XSHE,-91.3388,13.3033,332649908.11,-2411102.61,-1.81
002059.XSHE,-16.4064,3.2243,4614577232.91,-44901592.05,-2.53
002060.XSHE,47.0734,1.4959,117023504474.67,358637452.96,2.86
002061.XSHE,7.0891,0.6970000000000001,62960325757.58,307564678.89,2.06
002062.XSHE,12.2902,1.1451,15424498453.69,87602982.96,2.01
002063.XSHE,36.0288,3.6348,4023289132.59,68719555.74,1.91
002064.XSHE,14.1296,1.3678,37414786124.97,570161362.54,2.37
002065.XSHE,43.4398,1.7159,22919660354.27,62503823.04,0.84
002066.XSHE,37.5476,3.918,4970513950.84,34169960.55,2.5
002067.XSHE,81.642,0.7484,8326829531.07,18058524.14,0.32
002068.XSHE,-29.4834,2.8498,7929043407.53,-28395185.11,-0.9
002069.XSHE,122.3784,33.6247,2404391257.34,18525134.36,23.56
002072.XSHE,-678.6108,44.2777,111736470.13,252795.47,0.5
002073.XSHE,22.5137,1.3104,15401991945.23,137295853.16,2.29
002074.XSHE,84.5785,1.5804,87415324181.19,119930706.61,0.34
002075.XSHE,43.4527,1.2968,19540433077.08,91354530.35,0.92
002076.XSHE,27.0598,7.6329,551043732.54,-3218549.35,-0.98
002077.XSHE,72.9974,2.6863,4117053342.17,17745151.94,0.53
002078.XSHE,12.7029,1.3472,51096855975.7,890753546.58,3.54
002079.XSHE,35.6225,3.2323,3517655589.04,28174595.19,0.98
002080.XSHE,9.6319,1.4943,54716065748.42,458276039.57,1.78
002081.XSHE,10.8421,0.7611,37335885278.86,244118209.88,1.83
002082.XSHE,-65.2423,1.516,4380325963.89,-38352866.11,-1.47
002083.XSHE,18.8384,1.0579,7819489501.92,113467006.09,3.07
002084.XSHE,-69.4894,1.3772,4108848500.95,1055653.84,0.06
002085.XSHE,14.0765,1.6163,18443479391.3,265744800.86,3.36
002086.XSHE,-3.4178,-4.5543,2049068466.24,-30613241.32,2.52
002087.XSHE,-1.3752,2.8238,5868294038.28,-95067375.63,-15.17
002088.XSHE,14.2229,2.5509,3712083400.71,142898203.86,5.18
002089.XSHE,-4.5489,1.4079,1762081075.57,-7230907.73,-0.74
002090.XSHE,108.6766,2.8323,2791786246.44,3087899.38,0.36
002091.XSHE,8.2153,0.8798,43514505301.53,892731955.86,3.65
002093.XSHE,66.4459,2.0863,4404774308.48,35717993.13,0.93
002094.XSHE,-3.2616,1.7658,3269868504.47,11768013.14,0.77
002095.XSHE,243.6182,5.4931,1713357189.82,4913237.63,0.4
002096.XSHE,216.6377,1.8755,10560962017.2,177506526.59,2.5
002097.XSHE,-6.6286,1.4335,21194222304.59,-4516324.38,-0.03
002098.XSHE,21.8487,2.1216,1882268804.94,39835050.97,3.66
002099.XSHE,-73.8066,1.9435,8494578941.65,-57918030.74,-0.96
002100.XSHE,-25.9841,1.6744,16616785831.78,-68436831.07,-0.79
002101.XSHE,24.2981,1.3536,12128047721.76,142079707.81,2.19
002102.XSHE,64.3349,1.7022,8693547126.05,24943044.6,0.67
002103.XSHE,69.0514,4.7826,1788104608.72,57681282.7,6.66
002104.XSHE,36.5391,2.5554,2330174183.95,39694521.61,1.9
002105.XSHE,102.3695,2.5258,1704444531.0,-11283343.26,-0.95
002106.XSHE,23.9482,1.4604,6662543025.56,105636810.19,2.07
002107.XSHE,40.8987,4.3583,1119024036.45,16873808.5,2.54
002108.XSHE,25.9241,1.3524,6959971040.39,77155007.16,1.53
002109.XSHE,-17.1277,1.1839,10976107545.84,-44742073.77,-0.93
002110.XSHE,-18.8162,0.4829,50003877249.88,-416529531.1,-2.01
002111.XSHE,21.6402,1.6161,5660524023.04,9087511.95,0.34
002112.XSHE,50.5347,5.6428,1792622351.39,18520597.75,3.88
002114.XSHE,-10.4357,2.1385,2498296981.26,-20807748.06,-1.69
002115.XSHE,41.2254,2.385,4705004713.88,43919071.96,1.63
002116.XSHE,20.8614,2.1958,6569814676.41,70049643.37,3.6
002117.XSHE,30.9982,3.0327,2000301228.33,47110960.89,3.1
002119.XSHE,77.0385,3.937,2328770817.86,13583849.91,1.07
002120.XSHE,11.3756,1.1989,37544879157.39,304315860.34,1.63
002121.XSHE,-122.1821,6.7119,8618257268.15,64264918.43,4.36
002122.XSHE,16.4127,3.7136,3559825193.4,34782434.43,1.53
002123.XSHE,-12.1309,2.5969,5890526686.65,-36380677.2,-1.02
002125.XSHE,24.04,2.521,5094235665.22,86558170.65,3.41
002126.XSHE,25.208000000000002,2.9362,15932484923.84,186016895.9,3.07
002127.XSHE,-20.5644,2.1238,5116518549.47,29099980.94,0.66
002128.XSHE,7.4137,1.0588,50314198618.44,1129647971.49,3.37
002129.XSHE,7.8983,1.4438,127217429453.51,1741477045.06,3.86
002130.XSHE,14.6401,1.9793,8734451705.24,205542281.67,3.95
002131.XSHE,8.878,1.1166,23883396752.16,183929467.31,1.36
002132.XSHE,38.9235,1.1779,8482323484.61,17935076.63,0.48
002133.XSHE,20.166,0.6618,15538889078.1,37315405.84,1.67
002134.XSHE,123.1787,5.9899,795906851.71,6766209.69,1.49
002135.XSHE,35.6171,1.0464,18628365474.6,50004493.2,0.8
002136.XSHE,15.9025,2.0643,2035146454.26,31087670.1,2.18
002137.XSHE,144.6483,2.6113,1962101516.61,13777669.31,0.74
002138.XSHE,43.2896,3.7586,11800416210.78,248077335.64,3.9
002139.XSHE,24.7421,2.0066,11107723271.59,117161531.24,1.93
002140.XSHE,18.2395,1.5436,13922417325.75,60494514.98,1.5
002142.XSHE,5.2629,0.779,2670228000000.0,6416000000.0,3.39
002144.XSHE,27.1226,1.0308,2229615822.37,22166456.44,1.12
002145.XSHE,48.1104,1.4074,18464268185.39,119804770.49,0.98
002146.XSHE,-0.5637,0.3225,229182537987.15,42603616.39,0.09
002148.XSHE,245.0033,2.7993,1391528147.02,4998084.07,0.37
002149.XSHE,38.3249,2.6515,7245016810.12,75751085.03,1.65
002150.XSHE,94.9355,3.9742,3885097837.02,32878281.43,1.26
002151.XSHE,324.0734,3.3297,8468283297.14,-42645510.27,-0.31
002152.XSHE,33.3635,2.5779,22774398989.95,348951089.24,2.38
002153.XSHE,-34.2551,3.5739,9542241261.99,8197005.87,-0.11
002154.XSHE,13.1688,1.9743,6658264529.61,156113590.85,3.58
002155.XSHE,28.4168,2.1936,7450257572.66,106237001.5,1.73
002156.XSHE,-912.5472,2.5583,35362829999.79,137819934.29,0.91
002157.XSHE,-2.9105,-2.4619999999999997,20896842737.42,-840993871.3,8.18
002158.XSHE,13.998,3.4011,6424466529.8,315069899.35,9.36
002159.XSHE,27.238000000000003,2.1402,1777969282.84,90202319.69,6.79
002160.XSHE,-13.6393,1.2164,7869382619.92,-23372724.18,-0.77
002161.XSHE,40.7161,2.74,2679505241.3,-23941952.98,-1.62
002162.XSHE,-47.3097,3.7914,2333047780.63,-59884457.95,-5.54
002163.XSHE,103.5851,5.1469,6412847964.84,191050032.45,13.75
002164.XSHE,-72.5241,2.7257,2321011431.66,9716107.09,0.74
002165.XSHE,-99.8587,1.5158,5713278950.54,36419764.65,1.79
002166.XSHE,131.5438,1.8807,4502245102.53,9657144.29,0.15
002167.XSHE,-135.45,3.2963,3725995489.31,-36165086.5,-2.23
002168.XSHE,-44.2391,-135.5203,815675082.01,77394.12,-4.14
002169.XSHE,124.165,1.6683,6997131496.38,-22644960.83,-0.7
002170.XSHE,21.5359,2.0835,5104542629.97,70647386.76,3.01
002171.XSHE,26.3515,1.6435,16722871804.03,155599720.17,2.13
002172.XSHE,-5164.2788,34.5778,2568295694.09,4115864.44,5.14
002173.XSHE,-52.2932,2.076,2290951408.02,-10752051.28,-0.57
002174.XSHE,-15.0283,2.3704,6021967592.35,62486259.47,1.38
002175.XSHE,30.7199,6.0508,690542643.5,7386529.21,1.31
002176.XSHE,85.0096,5.5879,6643890449.87,-39568307.93,-1.03
002177.XSHE,235.9783,1.994,1730447001.08,-18838477.96,-1.11
002178.XSHE,-28.4262,8.4282,1558423691.5,6962977.3,0.9
002179.XSHE,24.8608,4.1582,34571367212.69,987817566.97,4.85
002180.XSHE,61.1945,2.0052,46210970148.89,-208998778.72,-0.86
002181.XSHE,236.1788,1.1972,5515106191.97,-1295052.03,-0.03
002182.XSHE,58.0893,2.6928,10730144799.41,103410720.63,1.88
002183.XSHE,74.8479,1.2879,52953055385.0,49940416.0,0.49
002184.XSHE,32.5555,3.952,4314719037.43,67959503.55,2.5
002185.XSHE,206.0947,1.7148,32201036818.99,21359180.73,0.13
002186.XSHE,-118.4414,4.3834,1621995380.18,45039453.29,5.49
002187.XSHE,-97.2077,1.1069,9082829654.52,753002.03,0.01
002188.XSHE,58.6771,14.6554,285128148.71,2895675.03,2.17
002189.XSHE,-21.6454,4.9719,3462933369.6,-41736864.89,-3.03
002190.XSHE,165.503,1.9127,5531589117.42,40016090.81,0.47
002191.XSHE,-241.6431,1.1129,9845532602.45,79494974.57,1.08
002192.XSHE,9.1215,4.4034,4390145702.86,41112813.91,1.76
002193.XSHE,-7.3892,0.6977,4419713310.8,-257766.6,0.01
002194.XSHE,58.4671,2.6064,3061339758.83,9924459.15,0.38
002195.XSHE,81.4397,1.8245,9939437729.48,69473847.84,0.72
002196.XSHE,-25.3458,2.6047,3795525264.14,60090454.43,4.49
002198.XSHE,79.3164,4.9146,829462181.71,6657496.96,0.89
002199.XSHE,-29.8223,7.0773,519945436.26,-18291038.56,-5.5
002201.XSHE,141.2241,4.4188,2907621624.68,8788718.2,0.83
002202.XSHE,26.4198,0.9512,145584107228.56,23090749.09,0.02
002203.XSHE,17.8681,1.6907,39702514580.72,261791195.68,1.85
002204.XSHE,23.9686,1.2718,22919664133.31,92266748.88,1.34
002205.XSHE,-12.1018,3.1018,3962919820.33,-46031228.9,-6.79
002206.XSHE,18.0764,1.6083,7551005614.6,100971555.64,2.79
002207.XSHE,-60.6057,20.9078,308110943.89,-1342775.26,-1.47
002208.XSHE,11.3549,0.7753,38805446095.78,121101508.75,1.46
002209.XSHE,62.1694,3.4358,1923173027.64,25838048.61,4.14
002210.XSHE,49.831,17.0718,1357257741.4,5652992.2,2.05
002211.XSHE,35.8337,22.4099,308869412.13,-3985386.61,-5.03
002212.XSHE,30.7685,1.2033,11283658130.74,-36243035.21,-0.38
002213.XSHE,-105.574,5.2207,737002515.38,-1945720.09,-0.34
002214.XSHE,-24.7492,3.2686,2567446700.14,-61941036.66,-2.75
002215.XSHE,26.7741,2.1518,11886970820.89,-66398155.0,-1.5
002216.XSHE,14.238,2.8521,6943183784.13,115486303.63,2.84
002218.XSHE,127.3472,1.5031,6626546752.44,39261742.29,0.93
002219.XSHE,135.3041,4.8801,6159617321.34,-24305568.94,-1.12
002221.XSHE,31241.942000000003,1.536,40373453640.9,32995514.42,0.29
002222.XSHE,62.1649,8.7725,1682679896.65,56306201.88,3.78
002223.XSHE,13.0801,3.0026,15782631181.24,695328587.03,6.24
002224.XSHE,54.5646,1.4908,3049619170.09,24541866.35,0.95
002225.XSHE,17.23,1.1543,8151029070.28,64257288.99,1.88
002226.XSHE,39.9696,1.3402,16708592121.68,252362526.11,2.23
002227.XSHE,-63.8878,3.1112,1532008704.71,-8470412.13,-0.76
002228.XSHE,39.9116,1.3007,8345422600.89,34655171.3,1.19
002229.XSHE,-227.3279,8.8064,2554857794.85,9670837.05,-0.04
002230.XSHE,446.8755,6.5778,35214158378.55,30175238.55,0.16
002231.XSHE,-44.6043,6.5118,517262741.96,-13891754.09,-3.92
002232.XSHE,98.1304,4.8531,2196381755.92,20371776.87,1.44
002233.XSHE,10.8778,0.7141,13210742233.65,131192263.9,1.09
002234.XSHE,-17.7344,1.6521,3925511416.63,-78863641.11,-3.01
002235.XSHE,-31.5762,4.425,1286625212.65,-17705799.33,-1.84
002236.XSHE,18.8686,1.8551,48741707945.91,666237141.51,1.89
002237.XSHE,24.5212,1.4258,21062618570.78,112021680.23,1.31
002238.XSHE,107.5341,5.4133,4088795118.43,13917149.06,0.71
002239.XSHE,76.8281,1.8841,12573227624.82,21926972.92,0.37
002240.XSHE,9.1283,1.567,21731243138.36,487638559.64,3.68
002241.XSHE,-59.9459,2.3429,78372316229.14,464463337.6,1.55
002242.XSHE,25.0983,2.8118,7144806864.66,116824343.12,3.41
002243.XSHE,18.4499,1.3675,15290852997.06,75595899.07,0.95
002244.XSHE,5.4415,0.8963,305253759395.4,994771340.74,3.32
002245.XSHE,126.1284,1.5314,11298546439.25,78203541.34,0.96
002246.XSHE,263.8758,1.5843,4565027503.84,-32004957.88,-1.1
002247.XSHE,-5.9692,4.9978,1174349186.39,10691189.79,2.75
002248.XSHE,248.1202,28.7642,543332004.36,1416723.8,1.67
002249.XSHE,23.3202,1.3631,15980745581.84,154977343.33,1.67
002250.XSHE,23.5974,0.9638,14182621898.89,-99587692.82,-1.45
002252.XSHE,25.7591,1.7832,31912459945.21,547775385.85,1.82
002253.XSHE,-36.5111,2.3915,1721498924.81,-15176372.83,-1.04
002254.XSHE,31.5641,1.8356,13669806433.73,74305096.94,0.91
002255.XSHE,11.9999,1.1956,6400523971.28,77966131.18,2.14
002256.XSHE,-38.8225,4.5815,1847815479.94,-36443735.23,-3.13
002258.XSHE,10.8835,1.2871,14002280821.62,99856003.54,1.08
002261.XSHE,-18.0808,7.3324,4664371758.94,10962035.62,0.58
002262.XSHE,26.1568,4.333,7139165210.31,339006272.36,5.56
002263.XSHE,-135.7886,1.7455,3055660796.39,-12336332.8,-0.45
002264.XSHE,36.902,2.5071,2664360184.42,59192631.61,3.87
002265.XSHE,57.0096,3.5924,8789508080.55,21913539.55,0.65
002266.XSHE,12.6437,1.6127,22661514752.09,245862547.31,2.1
002267.XSHE,25.6149,1.2837,12468755933.02,-60141845.7,-0.96
002268.XSHE,57.03,3.6093,6940834729.5,60204298.64,1.16
002269.XSHE,-195.6244,15.3276,2827816211.11,31374021.55,11.86
002270.XSHE,23.803,3.8514,4472797598.75,174858572.69,5.19
002271.XSHE,17.1532,1.6711,49719243647.12,1020448951.15,3.59
